Time,HR,RR,Mode
24.01.17 01:05:14.239,71.000000,0.680272,Locked
24.01.17 01:05:14.712,71.000000,0.613904,Locked
24.01.17 01:05:15.688,46.000000,1.078480,Locked
24.01.17 01:05:17.148,46.000000,1.476688,Locked
24.01.17 01:05:18.904,46.000000,1.393728,Locked
24.01.17 01:05:19.213,45.000000,0.680272,Locked
24.01.17 01:05:19.893,45.000000,0.680272,Locked
24.01.17 01:05:20.960,45.000000,0.680272,Locked
24.01.17 01:05:21.274,46.000000,0.613904,Locked
24.01.17 01:05:21.926,86.000000,0.713456,Locked
24.01.17 01:05:22.613,85.000000,0.696864,Locked
24.01.17 01:05:23.389,85.000000,0.713456,Locked
24.01.17 01:05:24.377,85.000000,0.730048,Locked
24.01.17 01:05:24.852,85.000000,0.763232,Locked
24.01.17 01:05:25.631,85.000000,0.763232,Locked
24.01.17 01:05:26.617,84.000000,0.829600,Locked
24.01.17 01:05:27.304,80.000000,0.829600,Locked
24.01.17 01:05:28.461,80.000000,0.929152,Locked
24.01.17 01:05:29.547,80.000000,1.028704,Locked
24.01.17 01:05:30.118,72.000000,0.912560,Locked
24.01.17 01:05:31.093,71.000000,0.912560,Locked
24.01.17 01:05:31.995,68.000000,0.879376,Locked
24.01.17 01:05:32.964,68.000000,0.862784,Locked
24.01.17 01:05:34.550,67.000000,0.829600,Locked
24.01.17 01:05:34.656,67.000000,0.813008,Locked
24.01.17 01:05:35.286,67.000000,0.813008,Locked
24.01.17 01:05:36.064,68.000000,0.796416,Locked
24.01.17 01:05:37.157,71.000000,0.696864,Locked
24.01.17 01:05:37.639,71.000000,0.879376,Locked
24.01.17 01:05:38.526,71.000000,0.647088,Locked
24.01.17 01:05:38.990,71.000000,0.613904,Locked
24.01.17 01:05:39.980,75.000000,0.713456,Locked
24.01.17 01:05:40.355,75.000000,0.763232,Locked
24.01.17 01:05:41.039,75.000000,0.647088,Locked
24.01.17 01:05:41.621,75.000000,0.647088,Locked
24.01.17 01:05:42.908,75.000000,0.846192,Locked
24.01.17 01:05:43.476,75.000000,0.945744,Locked
24.01.17 01:05:44.841,75.000000,0.912560,Locked
24.01.17 01:05:45.262,74.000000,0.696864,Locked
24.01.17 01:05:45.827,74.000000,0.796416,Locked
24.01.17 01:05:46.907,74.000000,0.730048,Locked
24.01.17 01:05:47.302,74.000000,0.713456,Locked
24.01.17 01:05:48.155,74.000000,0.580720,Locked
24.01.17 01:05:48.642,75.000000,0.730048,Locked
24.01.17 01:05:49.227,75.000000,0.630496,Locked
24.01.17 01:05:50.216,75.000000,0.597312,Locked
24.01.17 01:05:50.690,75.000000,0.647088,Locked
24.01.17 01:05:51.177,76.000000,0.647088,Locked
24.01.17 01:05:52.130,76.000000,0.647088,Locked
24.01.17 01:05:52.852,76.000000,0.663680,Locked
24.01.17 01:05:53.147,77.000000,0.696864,Locked
24.01.17 01:05:53.917,78.000000,0.746640,Locked
24.01.17 01:05:54.690,78.000000,0.763232,Locked
24.01.17 01:05:55.676,78.000000,0.796416,Locked
24.01.17 01:05:56.265,78.000000,0.829600,Locked
24.01.17 01:05:57.726,78.000000,1.144848,Locked
24.01.17 01:05:58.311,78.000000,0.696864,Locked
24.01.17 01:05:58.978,77.000000,0.879376,Locked
24.01.17 01:05:59.856,77.000000,0.813008,Locked
24.01.17 01:06:00.643,76.000000,0.779824,Locked
24.01.17 01:06:01.515,75.000000,0.879376,Locked
24.01.17 01:06:02.599,75.000000,0.813008,Locked
24.01.17 01:06:03.072,74.000000,0.746640,Locked
24.01.17 01:06:03.852,74.000000,0.779824,Locked
24.01.17 01:06:04.647,74.000000,0.796416,Locked
24.01.17 01:06:05.818,74.000000,1.012112,Locked
24.01.17 01:06:06.531,74.000000,0.895968,Locked
24.01.17 01:06:07.656,74.000000,0.746640,Locked
24.01.17 01:06:08.144,73.000000,0.846192,Locked
24.01.17 01:06:08.937,74.000000,0.647088,Locked
24.01.17 01:06:09.912,75.000000,0.796416,Locked
24.01.17 01:06:10.483,75.000000,0.895968,Locked
24.01.17 01:06:11.376,75.000000,0.580720,Locked
24.01.17 01:06:12.062,74.000000,0.846192,Locked
24.01.17 01:06:12.448,74.000000,0.530944,Locked
24.01.17 01:06:13.618,74.000000,1.211216,Locked
24.01.17 01:06:14.691,74.000000,0.779824,Locked
24.01.17 01:06:15.470,74.000000,0.746640,Locked
24.01.17 01:06:16.042,74.000000,0.713456,Locked
24.01.17 01:06:16.540,74.000000,0.663680,Locked
24.01.17 01:06:17.212,74.000000,0.630496,Locked
24.01.17 01:06:17.795,75.000000,0.630496,Locked
24.01.17 01:06:18.778,75.000000,0.663680,Locked
24.01.17 01:06:19.371,75.000000,0.713456,Locked
24.01.17 01:06:19.852,85.000000,0.696864,Locked
24.01.17 01:06:20.690,85.000000,0.730048,Locked
24.01.17 01:06:21.602,85.000000,0.779824,Locked
24.01.17 01:06:22.191,84.000000,0.829600,Locked
24.01.17 01:06:23.061,84.000000,0.846192,Locked
24.01.17 01:06:24.037,83.000000,0.962336,Locked
24.01.17 01:06:25.017,72.000000,0.978928,Locked
24.01.17 01:06:26.281,70.000000,0.929152,Locked
24.01.17 01:06:27.254,69.000000,0.895968,Locked
24.01.17 01:06:27.753,68.000000,0.912560,Locked
24.01.17 01:06:28.627,67.000000,0.895968,Locked
24.01.17 01:06:29.505,67.000000,0.862784,Locked
24.01.17 01:06:30.291,67.000000,0.813008,Locked
24.01.17 01:06:31.153,67.000000,0.813008,Locked
24.01.17 01:06:32.238,68.000000,0.846192,Locked
24.01.17 01:06:33.112,69.000000,0.796416,Locked
24.01.17 01:06:33.592,70.000000,0.796416,Locked
24.01.17 01:06:34.568,70.000000,0.730048,Locked
24.01.17 01:06:35.054,73.000000,0.730048,Locked
24.01.17 01:06:35.749,75.000000,0.730048,Locked
24.01.17 01:06:36.531,76.000000,0.763232,Locked
24.01.17 01:06:38.291,76.000000,1.343952,Locked
24.01.17 01:06:38.678,77.000000,0.813008,Locked
24.01.17 01:06:39.669,76.000000,0.929152,Locked
24.01.17 01:06:40.430,75.000000,0.763232,Locked
24.01.17 01:06:41.197,75.000000,0.796416,Locked
24.01.17 01:06:42.171,74.000000,0.680272,Locked
24.01.17 01:06:42.379,74.000000,0.530944,Locked
24.01.17 01:06:43.455,74.000000,0.995520,Locked
24.01.17 01:06:44.415,74.000000,0.613904,Locked
24.01.17 01:06:44.916,74.000000,0.846192,Locked
24.01.17 01:06:45.405,74.000000,0.530944,Locked
24.01.17 01:06:46.364,74.000000,0.978928,Locked
24.01.17 01:06:47.355,74.000000,0.779824,Locked
24.01.17 01:06:47.744,74.000000,0.530944,Locked
24.01.17 01:06:48.517,74.000000,0.846192,Locked
24.01.17 01:06:49.403,74.000000,0.514352,Locked
24.01.17 01:06:50.280,73.000000,1.227808,Locked
24.01.17 01:06:51.353,74.000000,0.779824,Locked
24.01.17 01:06:51.922,73.000000,0.895968,Locked
24.01.17 01:06:53.004,73.000000,0.746640,Locked
24.01.17 01:06:53.775,73.000000,1.045296,Locked
24.01.17 01:06:54.653,73.000000,0.530944,Locked
24.01.17 01:06:55.042,73.000000,0.730048,Locked
24.01.17 01:06:56.035,72.000000,0.680272,Locked
24.01.17 01:06:56.621,73.000000,0.730048,Locked
24.01.17 01:06:56.909,73.000000,0.497760,Locked
24.01.17 01:06:57.871,73.000000,0.514352,Locked
24.01.17 01:06:58.178,73.000000,0.630496,Locked
24.01.17 01:06:58.660,100.000000,0.630496,Locked
24.01.17 01:06:59.343,100.000000,0.663680,Locked
24.01.17 01:07:00.211,100.000000,0.696864,Locked
24.01.17 01:07:00.796,99.000000,0.730048,Locked
24.01.17 01:07:01.868,91.000000,0.730048,Locked
24.01.17 01:07:02.258,91.000000,0.713456,Locked
24.01.17 01:07:02.941,88.000000,0.713456,Locked
24.01.17 01:07:03.831,86.000000,0.763232,Locked
24.01.17 01:07:04.610,84.000000,0.796416,Locked
24.01.17 01:07:05.381,83.000000,0.862784,Locked
24.01.17 01:07:06.362,83.000000,0.962336,Locked
24.01.17 01:07:07.440,75.000000,0.895968,Locked
24.01.17 01:07:08.416,75.000000,0.912560,Locked
24.01.17 01:07:08.999,72.000000,0.879376,Locked
24.01.17 01:07:10.073,70.000000,0.813008,Locked
24.01.17 01:07:10.678,70.000000,0.779824,Locked
24.01.17 01:07:11.339,70.000000,0.730048,Locked
24.01.17 01:07:12.398,70.000000,0.713456,Locked
24.01.17 01:07:12.797,74.000000,0.696864,Locked
24.01.17 01:07:13.775,77.000000,0.713456,Locked
24.01.17 01:07:14.564,80.000000,0.730048,Locked
24.01.17 01:07:14.941,80.000000,0.763232,Locked
24.01.17 01:07:15.918,80.000000,0.763232,Locked
24.01.17 01:07:16.501,80.000000,0.813008,Locked
24.01.17 01:07:17.581,78.000000,0.846192,Locked
24.01.17 01:07:18.257,78.000000,0.879376,Locked
24.01.17 01:07:19.137,78.000000,0.895968,Locked
24.01.17 01:07:20.027,73.000000,0.879376,Locked
24.01.17 01:07:21.271,71.000000,0.862784,Locked
24.01.17 01:07:21.758,70.000000,0.829600,Locked
24.01.17 01:07:22.538,70.000000,0.813008,Locked
24.01.17 01:07:23.320,70.000000,0.796416,Locked
24.01.17 01:07:24.101,70.000000,0.746640,Locked
24.01.17 01:07:25.283,72.000000,0.746640,Locked
24.01.17 01:07:25.772,74.000000,0.763232,Locked
24.01.17 01:07:26.440,75.000000,0.796416,Locked
24.01.17 01:07:27.137,78.000000,0.746640,Locked
24.01.17 01:07:27.914,78.000000,0.779824,Locked
24.01.17 01:07:28.697,76.000000,0.779824,Locked
24.01.17 01:07:29.476,76.000000,0.796416,Locked
24.01.17 01:07:30.254,76.000000,0.779824,Locked
24.01.17 01:07:31.218,76.000000,0.813008,Locked
24.01.17 01:07:32.205,75.000000,0.813008,Locked
24.01.17 01:07:33.077,75.000000,0.829600,Locked
24.01.17 01:07:33.570,74.000000,0.829600,Locked
24.01.17 01:07:34.434,73.000000,0.846192,Locked
24.01.17 01:07:35.216,73.000000,0.846192,Locked
24.01.17 01:07:36.288,73.000000,0.696864,Locked
24.01.17 01:07:37.179,73.000000,0.846192,Locked
24.01.17 01:07:37.652,73.000000,0.813008,Locked
24.01.17 01:07:38.546,72.000000,0.829600,Locked
24.01.17 01:07:39.518,72.000000,1.078480,Locked
24.01.17 01:07:40.674,72.000000,1.178032,Locked
24.01.17 01:07:42.056,72.000000,0.978928,Locked
24.01.17 01:07:43.321,71.000000,1.410320,Locked
24.01.17 01:07:44.381,71.000000,0.962336,Locked
24.01.17 01:07:44.966,70.000000,0.879376,Locked
24.01.17 01:07:45.842,69.000000,0.879376,Locked
24.01.17 01:07:46.343,69.000000,0.464576,Locked
24.01.17 01:07:47.513,68.000000,1.244400,Locked
24.01.17 01:07:48.670,69.000000,0.962336,Locked
24.01.17 01:07:49.564,68.000000,0.730048,Locked
24.01.17 01:07:49.839,68.000000,0.580720,Locked
24.01.17 01:07:50.535,67.000000,0.746640,Locked
24.01.17 01:07:51.505,68.000000,0.713456,Locked
24.01.17 01:07:51.791,68.000000,0.564128,Locked
24.01.17 01:07:52.473,68.000000,0.597312,Locked
24.01.17 01:07:53.866,68.000000,1.161440,Locked
24.01.17 01:07:54.422,69.000000,0.796416,Locked
24.01.17 01:07:55.202,69.000000,0.846192,Locked
24.01.17 01:07:56.388,69.000000,1.161440,Locked
24.01.17 01:07:57.458,70.000000,1.095072,Locked
24.01.17 01:07:58.924,70.000000,1.061888,Locked
24.01.17 01:07:59.703,70.000000,1.095072,Locked
24.01.17 01:08:01.072,69.000000,1.277584,Locked
24.01.17 01:08:02.126,69.000000,0.813008,Locked
24.01.17 01:08:02.417,68.000000,0.663680,Locked
24.01.17 01:08:03.198,68.000000,0.763232,Locked
24.01.17 01:08:04.271,69.000000,1.111664,Locked
24.01.17 01:08:05.346,70.000000,1.045296,Locked
24.01.17 01:08:06.251,69.000000,0.862784,Locked
24.01.17 01:08:06.609,69.000000,0.398208,Locked
24.01.17 01:08:07.390,67.000000,0.796416,Locked
24.01.17 01:08:08.184,67.000000,0.746640,Locked
24.01.17 01:08:08.853,67.000000,0.763232,Locked
24.01.17 01:08:09.647,68.000000,0.696864,Locked
24.01.17 01:08:10.218,68.000000,0.647088,Locked
24.01.17 01:08:10.916,68.000000,0.680272,Locked
24.01.17 01:08:12.285,69.000000,0.995520,Locked
24.01.17 01:08:12.766,71.000000,0.680272,Locked
24.01.17 01:08:13.449,71.000000,0.862784,Locked
24.01.17 01:08:14.912,72.000000,1.012112,Locked
24.01.17 01:08:15.790,72.000000,0.995520,Locked
24.01.17 01:08:16.376,72.000000,0.895968,Locked
24.01.17 01:08:17.253,71.000000,0.912560,Locked
24.01.17 01:08:18.228,70.000000,0.929152,Locked
24.01.17 01:08:19.209,71.000000,0.862784,Locked
24.01.17 01:08:20.261,71.000000,0.730048,Locked
24.01.17 01:08:20.578,71.000000,0.730048,Locked
24.01.17 01:08:21.152,71.000000,0.630496,Locked
24.01.17 01:08:21.918,71.000000,0.713456,Locked
24.01.17 01:08:23.005,72.000000,0.730048,Locked
24.01.17 01:08:23.285,72.000000,0.680272,Locked
24.01.17 01:08:23.973,72.000000,0.597312,Locked
24.01.17 01:08:24.851,87.000000,0.647088,Locked
24.01.17 01:08:25.242,87.000000,0.663680,Locked
24.01.17 01:08:26.220,87.000000,0.680272,Locked
24.01.17 01:08:26.599,86.000000,0.713456,Locked
24.01.17 01:08:27.379,86.000000,0.746640,Locked
24.01.17 01:08:28.065,86.000000,0.746640,Locked
24.01.17 01:08:28.846,86.000000,0.779824,Locked
24.01.17 01:08:29.739,83.000000,0.779824,Locked
24.01.17 01:08:30.801,82.000000,0.813008,Locked
24.01.17 01:08:31.279,81.000000,0.829600,Locked
24.01.17 01:08:32.065,77.000000,0.796416,Locked
24.01.17 01:08:32.940,77.000000,0.779824,Locked
24.01.17 01:08:33.620,76.000000,0.779824,Locked
24.01.17 01:08:34.401,75.000000,0.779824,Locked
24.01.17 01:08:35.384,75.000000,0.796416,Locked
24.01.17 01:08:35.966,76.000000,0.763232,Locked
24.01.17 01:08:36.943,76.000000,0.779824,Locked
24.01.17 01:08:37.915,76.000000,0.796416,Locked
24.01.17 01:08:38.398,76.000000,0.813008,Locked
24.01.17 01:08:39.178,75.000000,0.796416,Locked
24.01.17 01:08:40.055,75.000000,0.813008,Locked
24.01.17 01:08:41.231,75.000000,0.829600,Locked
24.01.17 01:08:41.713,74.000000,0.846192,Locked
24.01.17 01:08:42.590,73.000000,0.829600,Locked
24.01.17 01:08:43.486,73.000000,0.796416,Locked
24.01.17 01:08:44.150,73.000000,0.813008,Locked
24.01.17 01:08:44.931,75.000000,0.796416,Locked
24.01.17 01:08:45.710,75.000000,0.796416,Locked
24.01.17 01:08:46.501,73.000000,0.796416,Locked
24.01.17 01:08:47.270,74.000000,0.779824,Locked
24.01.17 01:08:48.353,74.000000,0.779824,Locked
24.01.17 01:08:48.832,76.000000,0.779824,Locked
24.01.17 01:08:49.620,76.000000,0.779824,Locked
24.01.17 01:08:50.405,75.000000,0.746640,Locked
24.01.17 01:08:51.072,76.000000,0.696864,Locked
24.01.17 01:08:52.256,76.000000,1.178032,Locked
24.01.17 01:08:53.217,76.000000,0.912560,Locked
24.01.17 01:08:54.303,75.000000,0.846192,Locked
24.01.17 01:08:54.795,74.000000,0.779824,Locked
24.01.17 01:08:55.962,74.000000,0.779824,Locked
24.01.17 01:08:56.354,74.000000,0.779824,Locked
24.01.17 01:08:57.327,74.000000,0.730048,Locked
24.01.17 01:08:57.703,74.000000,0.564128,Locked
24.01.17 01:08:58.385,74.000000,0.696864,Locked
24.01.17 01:08:59.082,74.000000,0.746640,Locked
24.01.17 01:08:59.962,75.000000,0.746640,Locked
24.01.17 01:09:00.831,75.000000,0.730048,Locked
24.01.17 01:09:01.408,75.000000,0.746640,Locked
24.01.17 01:09:02.006,75.000000,0.696864,Locked
24.01.17 01:09:02.971,75.000000,0.895968,Locked
24.01.17 01:09:03.763,75.000000,0.829600,Locked
24.01.17 01:09:04.640,75.000000,0.696864,Locked
24.01.17 01:09:05.225,75.000000,0.763232,Locked
24.01.17 01:09:06.088,75.000000,0.630496,Locked
24.01.17 01:09:06.575,75.000000,0.730048,Locked
24.01.17 01:09:07.858,76.000000,0.945744,Locked
24.01.17 01:09:08.233,76.000000,0.713456,Locked
24.01.17 01:09:08.930,76.000000,0.696864,Locked
24.01.17 01:09:09.610,76.000000,0.680272,Locked
24.01.17 01:09:10.281,77.000000,0.647088,Locked
24.01.17 01:09:11.256,77.000000,0.647088,Locked
24.01.17 01:09:11.659,77.000000,0.647088,Locked
24.01.17 01:09:12.622,78.000000,0.647088,Locked
24.01.17 01:09:12.941,79.000000,0.696864,Locked
24.01.17 01:09:13.595,79.000000,0.696864,Locked
24.01.17 01:09:14.582,88.000000,0.763232,Locked
24.01.17 01:09:15.167,88.000000,0.829600,Locked
24.01.17 01:09:16.130,87.000000,0.895968,Locked
24.01.17 01:09:17.231,80.000000,0.879376,Locked
24.01.17 01:09:17.886,79.000000,0.912560,Locked
24.01.17 01:09:18.788,78.000000,0.912560,Locked
24.01.17 01:09:19.934,69.000000,0.962336,Locked
24.01.17 01:09:20.725,69.000000,0.929152,Locked
24.01.17 01:09:21.603,67.000000,0.945744,Locked
24.01.17 01:09:22.867,66.000000,0.929152,Locked
24.01.17 01:09:23.455,65.000000,0.912560,Locked
24.01.17 01:09:24.713,65.000000,0.912560,Locked
24.01.17 01:09:25.604,65.000000,0.912560,Locked
24.01.17 01:09:26.174,65.000000,0.879376,Locked
24.01.17 01:09:27.450,65.000000,0.895968,Locked
24.01.17 01:09:27.939,65.000000,0.895968,Locked
24.01.17 01:09:28.904,65.000000,0.895968,Locked
24.01.17 01:09:29.792,67.000000,0.879376,Locked
24.01.17 01:09:30.681,67.000000,0.895968,Locked
24.01.17 01:09:31.537,66.000000,0.879376,Locked
24.01.17 01:09:32.414,66.000000,0.846192,Locked
24.01.17 01:09:33.197,67.000000,0.846192,Locked
24.01.17 01:09:34.084,67.000000,0.862784,Locked
24.01.17 01:09:34.950,67.000000,0.846192,Locked
24.01.17 01:09:35.756,70.000000,0.846192,Locked
24.01.17 01:09:36.618,70.000000,0.829600,Locked
24.01.17 01:09:37.785,69.000000,0.862784,Locked
24.01.17 01:09:38.373,69.000000,0.846192,Locked
24.01.17 01:09:39.143,70.000000,0.829600,Locked
24.01.17 01:09:40.410,70.000000,0.829600,Locked
24.01.17 01:09:40.995,70.000000,0.746640,Locked
24.01.17 01:09:41.498,70.000000,0.613904,Locked
24.01.17 01:09:42.574,70.000000,0.895968,Locked
24.01.17 01:09:43.139,71.000000,0.895968,Locked
24.01.17 01:09:43.822,72.000000,0.680272,Locked
24.01.17 01:09:44.603,72.000000,0.779824,Locked
24.01.17 01:09:45.885,72.000000,0.929152,Locked
24.01.17 01:09:46.375,72.000000,0.862784,Locked
24.01.17 01:09:47.446,71.000000,0.829600,Locked
24.01.17 01:09:48.014,71.000000,0.829600,Locked
24.01.17 01:09:48.529,71.000000,0.447984,Locked
24.01.17 01:09:49.867,71.000000,1.343952,Locked
24.01.17 01:09:50.554,71.000000,0.730048,Locked
24.01.17 01:09:51.441,71.000000,0.895968,Locked
24.01.17 01:09:52.402,72.000000,0.978928,Locked
24.01.17 01:09:53.480,71.000000,0.746640,Locked
24.01.17 01:09:53.977,71.000000,0.796416,Locked
24.01.17 01:09:54.938,71.000000,0.962336,Locked
24.01.17 01:09:56.027,71.000000,0.696864,Locked
24.01.17 01:09:56.610,71.000000,0.945744,Locked
24.01.17 01:09:57.281,71.000000,0.730048,Locked
24.01.17 01:09:57.960,71.000000,0.647088,Locked
24.01.17 01:09:59.046,71.000000,0.796416,Locked
24.01.17 01:09:59.536,71.000000,0.796416,Locked
24.01.17 01:10:00.416,71.000000,0.597312,Locked
24.01.17 01:10:00.886,72.000000,0.696864,Locked
24.01.17 01:10:01.681,72.000000,0.663680,Locked
24.01.17 01:10:02.559,73.000000,1.045296,Locked
24.01.17 01:10:03.636,73.000000,0.730048,Locked
24.01.17 01:10:04.593,73.000000,1.012112,Locked
24.01.17 01:10:04.800,73.000000,0.497760,Locked
24.01.17 01:10:05.792,73.000000,0.879376,Locked
24.01.17 01:10:06.444,73.000000,0.746640,Locked
24.01.17 01:10:07.227,73.000000,0.813008,Locked
24.01.17 01:10:08.117,74.000000,0.895968,Locked
24.01.17 01:10:09.094,74.000000,0.796416,Locked
24.01.17 01:10:10.261,73.000000,0.912560,Locked
24.01.17 01:10:10.944,74.000000,0.895968,Locked
24.01.17 01:10:11.823,74.000000,0.730048,Locked
24.01.17 01:10:12.410,73.000000,0.779824,Locked
24.01.17 01:10:13.282,73.000000,0.978928,Locked
24.01.17 01:10:14.357,73.000000,0.796416,Locked
24.01.17 01:10:15.028,72.000000,0.597312,Locked
24.01.17 01:10:15.460,72.000000,0.647088,Locked
24.01.17 01:10:16.304,72.000000,0.713456,Locked
24.01.17 01:10:16.779,72.000000,0.746640,Locked
24.01.17 01:10:17.777,72.000000,0.730048,Locked
24.01.17 01:10:18.258,72.000000,0.746640,Locked
24.01.17 01:10:19.038,72.000000,0.696864,Locked
24.01.17 01:10:19.624,73.000000,0.696864,Locked
24.01.17 01:10:20.484,73.000000,0.829600,Locked
24.01.17 01:10:21.477,75.000000,0.779824,Locked
24.01.17 01:10:21.766,74.000000,0.547536,Locked
24.01.17 01:10:22.727,74.000000,0.730048,Locked
24.01.17 01:10:23.897,74.000000,0.929152,Locked
24.01.17 01:10:24.776,74.000000,0.895968,Locked
24.01.17 01:10:25.164,74.000000,0.779824,Locked
24.01.17 01:10:25.471,74.000000,0.365024,Locked
24.01.17 01:10:25.963,74.000000,0.497760,Locked
24.01.17 01:10:26.829,74.000000,0.613904,Locked
24.01.17 01:10:27.016,74.000000,0.414800,Locked
24.01.17 01:10:28.009,74.000000,0.763232,Locked
24.01.17 01:10:28.136,74.000000,0.315248,Locked
24.01.17 01:10:28.674,75.000000,0.613904,Locked
24.01.17 01:10:29.851,75.000000,0.945744,Locked
24.01.17 01:10:30.819,75.000000,1.144848,Locked
24.01.17 01:10:31.503,75.000000,0.696864,Locked
24.01.17 01:10:32.204,75.000000,0.497760,Locked
24.01.17 01:10:32.379,75.000000,0.165920,Locked
24.01.17 01:10:32.784,74.000000,0.365024,Locked
24.01.17 01:10:33.549,74.000000,0.564128,Locked
24.01.17 01:10:33.761,74.000000,0.248880,Locked
24.01.17 01:10:34.734,74.000000,0.796416,Locked
24.01.17 01:10:34.915,74.000000,0.331840,Locked
24.01.17 01:10:35.626,74.000000,0.464576,Locked
24.01.17 01:10:36.294,74.000000,0.912560,Locked
24.01.17 01:10:37.353,73.000000,1.028704,Locked
24.01.17 01:10:38.048,73.000000,0.746640,Locked
24.01.17 01:10:38.828,73.000000,0.763232,Locked
24.01.17 01:10:39.791,73.000000,0.813008,Locked
24.01.17 01:10:41.170,73.000000,1.294176,Locked
24.01.17 01:10:41.351,73.000000,0.365024,Locked
24.01.17 01:10:42.440,73.000000,1.061888,Locked
24.01.17 01:10:43.216,73.000000,0.862784,Locked
24.01.17 01:10:43.788,73.000000,0.564128,Locked
24.01.17 01:10:44.373,73.000000,0.547536,Locked
24.01.17 01:10:45.170,73.000000,0.547536,Locked
24.01.17 01:10:45.737,73.000000,0.846192,Locked
24.01.17 01:10:46.823,73.000000,0.879376,Locked
24.01.17 01:10:47.897,72.000000,0.945744,Locked
24.01.17 01:10:48.175,72.000000,0.580720,Locked
24.01.17 01:10:48.998,71.000000,0.746640,Locked
24.01.17 01:10:49.639,71.000000,0.730048,Locked
24.01.17 01:10:50.921,72.000000,0.879376,Locked
24.01.17 01:10:51.394,72.000000,0.730048,Locked
24.01.17 01:10:52.271,72.000000,0.746640,Locked
24.01.17 01:10:52.661,72.000000,0.680272,Locked
24.01.17 01:10:53.538,73.000000,0.696864,Locked
24.01.17 01:10:53.941,73.000000,0.597312,Locked
24.01.17 01:10:54.513,73.000000,0.580720,Locked
24.01.17 01:10:55.604,73.000000,0.763232,Locked
24.01.17 01:10:56.074,74.000000,0.813008,Locked
24.01.17 01:10:57.258,74.000000,0.779824,Locked
24.01.17 01:10:58.519,74.000000,1.277584,Locked
24.01.17 01:10:58.998,74.000000,0.779824,Locked
24.01.17 01:10:59.778,74.000000,0.779824,Locked
24.01.17 01:11:00.764,75.000000,0.696864,Locked
24.01.17 01:11:01.241,75.000000,0.779824,Locked
24.01.17 01:11:02.021,75.000000,0.796416,Locked
24.01.17 01:11:02.910,76.000000,0.879376,Locked
24.01.17 01:11:03.986,77.000000,1.078480,Locked
24.01.17 01:11:05.160,76.000000,0.746640,Locked
24.01.17 01:11:05.644,75.000000,0.746640,Locked
24.01.17 01:11:06.229,75.000000,0.796416,Locked
24.01.17 01:11:07.288,76.000000,0.813008,Locked
24.01.17 01:11:07.968,76.000000,0.912560,Locked
24.01.17 01:11:09.153,75.000000,0.829600,Locked
24.01.17 01:11:09.625,74.000000,0.779824,Locked
24.01.17 01:11:10.505,74.000000,0.813008,Locked
24.01.17 01:11:11.400,74.000000,0.597312,Locked
24.01.17 01:11:11.884,74.000000,0.647088,Locked
24.01.17 01:11:12.259,74.000000,0.597312,Locked
24.01.17 01:11:13.039,75.000000,0.746640,Locked
